   line      element
   534.8873  Mn I    
   534.8947  W I     
   534.9050  Mn I    
   534.9079  Ta I    
   534.9084  Co I    
   534.9139  Lu I    
   534.9153  Sm I    
   534.9153  Co I    
   534.9242  Sc I    
   534.9271  Ce I    
   534.9302  Rh I    
   534.9308  Sc I    
   534.9428  Mn I    
   534.9465  Ca I    
   534.9508  Ti II   
   534.9561  Nd I    
   534.9562  Ta I    
   534.9674  C I     
   534.9711  Sc I    
   534.9733  Fe I    
   534.9757  V II    
   534.9843  V I     
   534.9848  Zn I    
   534.9854  V I     
   534.9866  Mn I    
   534.9913  U II    
   534.9976  Ti I    
   535.0043  V I     
   535.0089  Zr II   
   535.0109  V I     
   535.0149  Mn I    
   535.0219  Ti I    
   535.0272  Sc I    
   535.0321  Sc I    
   535.0341  V II    
   535.0358  V II    
   535.0370  Ca I    
   535.0373  Zr II   
   535.0377  Gd I    
   535.0407  Eu I    
   535.0421  W I     
   535.0456  Tl I    
   535.0476  Er I    
   535.0530  Ce I    
   535.0605  Sm I    
   535.0624  Fe I    
   535.0681  Ca I    
   535.0719  Ce I    
   535.0722  Nb I    
   535.0817  Fe II   
   535.0851  Zr I    
   535.0861  Ca I    
   535.1000  Cr II   
   535.1080  Ti I    
   535.1127  Th I    
   535.1258  Cr I    
   535.1286  Yb I    
   535.1362  Ce I    
   535.1404  Co I    
   535.1542  Ti I    
   535.1679  Eu I    
   535.1799  Cr I    
   535.1799  Mn II   
   535.1841  Ni I    
   535.1888  W I     
   535.1888  Mn I    
   535.1890  Ca I    
   535.1891  Sc I    
   535.1891  Sc I    
   535.1974  Fe II   
   535.2028  V I     
   535.2045  Cr I    
   535.2045  Co I    
   535.2060  Sc II   
   535.2065  Fe II   
   535.2100  Dy I    
   535.2224  Ce I    
   535.2267  Ce I    
   535.2269  Os I    
   535.2278  Ni I    
   535.2348  Mo I    
   535.2398  Pr II   
   535.2508  Ca I    
   535.2570  Fe II   
   535.2601  V I     
   535.2653  Cu I    
   535.2674  Fe II   
   535.2766  Fe I    
   535.2799  V I     
   535.2831  Eu I    
   535.2848  Mn II   
   535.2951  V I     
   535.2954  Yb II   
   535.2972  Ti I    
   535.3186  V I     
   535.3256  Ca I    
   535.3263  Nb I    
   535.3269  Gd I    
   535.3372  Cr I    
   535.3373  Fe I    
   535.3391  Ni I    
   535.3415  Co II   
   535.3424  V I     
   535.3432  Ti I    
   535.3496  Co I    
   535.3524  Ce II   
   535.3633  Cr I    
   535.3699  W II    
   535.3708  Sm I    
   535.3736  Ca I    
   535.3995  Fe II   
   535.4009  Co I    
   535.4304  V I     
   535.4316  Cr I    
   535.4428  Rh I    
   535.4456  W I     
   535.4660  Ti II   
   535.4663  Ta I    
   535.4717  Hf I    
   535.4755  Cr II   
   535.4879  Mo I    
   535.4921  Mn II   
   535.4935  Sc I    
   535.4995  Cu I    
   535.5087  Eu I    
   535.5113  V I     
   535.5133  V I     
   535.5178  Ce I    
   535.5239  W I     
   535.5322  Nb I    
   535.5380  Cr I    
   535.5440  Fe I    
   535.5488  Fe I    
   535.5516  Mo I    
   535.5584  Ce I    
   535.5672  Nb I    
   535.5736  Cr I    
   535.5770  Sc I    
   535.5845  Cr I    
   535.5862  V I     
   535.5885  Sm I    
   535.5955  Ce I    
   535.6091  Sc I    
   535.6189  Mn II   
   535.6272  Cr I    
   535.6419  V I     
   535.6429  Ti I    
   535.6460  Mo I    
   535.6465  Rh I    
   535.6536  Cr I    
   535.6932  V I     
   535.6967  Nd II   
   535.7083  Fe II   
   535.7087  W I     
   535.7192  Ce I    
   535.7197  Ce I    
   535.7199  Sc II   
   535.7337  Ni I    
   535.7351  V II    
   535.7406  Cr II   
   535.7529  V II    
   535.7598  Eu I    
   535.7636  Co I    
   535.7794  Gd II   
   535.7865  La I    
   535.8012  Co I    
   535.8112  Fe I    
   535.8135  Fe I    
   535.8181  Ti I    
   535.8592  V I     
   535.8641  Yb II   
   535.8839  Co I    
   535.8902  Cr I    
   535.8922  Co I    
   535.8925  Cr I    
   535.8963  V I     
   535.8988  Pr I    
   535.8991  V I     
   535.9095  V II    
   535.9175  Gd I    
   535.9181  Nb I    
   535.9192  Co I    
   535.9266  Ce I    
   535.9408  Sc I    
   535.9498  K I     
   535.9508  Ce II   
   535.9517  V I     
   535.9573  K I     
   535.9715  V I     
   535.9825  Ni I    
   535.9827  Cr I    
   535.9966  Ce I    
   536.0000  Ho I    
   536.0066  Cu I    
   536.0115  Ti II   
   536.0221  Mn I    
   536.0253  V I     
   536.0273  Mn II   
   536.0337  Fe II   
   536.0513  Mo I    
   536.0830  Eu I    
   536.0883  Mo I    
   536.0905  Mn II   
   536.0924  Ca I    
   536.1023  Sc I    
   536.1165  Nd II   
   536.1273  Cr II   
   536.1311  Cr II   
   536.1355  Ba II   
   536.1467  Nd II   
   536.1541  Cr II   
   536.1622  Fe I    
   536.1656  Mn I    
   536.1661  V I     
   536.1675  Gd I    
   536.1687  Fe I    
   536.1693  V I     
   536.1711  Ti I    
   536.1717  Fe I    
   536.1837  P I     
   536.1909  V I     
   536.1935  V I     
   536.2004  Nb I    
   536.2073  Sc I    
   536.2119  Sc I    
   536.2234  Cr I    
   536.2271  Mn I    
   536.2273  Ti I    
   536.2536  Ti I    
   536.2556  Zr I    
   536.2593  Rb I    
   536.2637  Ce I    
   536.2662  Ti I    
   536.2729  Ce I    
   536.2774  Co I    
   536.2869  Fe II   
   536.2890  Cr I    
   536.2964  Cr I    
   536.3105  V I     
   536.3325  Ce I    
   536.3327  Zr I    
   536.3330  Ce I    
   536.3375  As I    
   536.3396  Mn I    
   536.3505  V I     
   536.3666  Yb I    
   536.3687  Co I    
   536.3807  U II    
   536.3905  Mn I    
   536.3931  Ti II   
   536.4018  V I     
   536.4020  V I     
   536.4240  Ti I    
   536.4276  Mo I    
   536.4331  Ir I    
   536.4403  Sm II   
   536.4475  Mn I    
   536.4633  P I     
   536.4780  Mn I    
   536.4812  Co I    
   536.4858  Fe I    
   536.5134  Cr I    
   536.5140  V I     
   536.5307  Mn II   
   536.5377  Mo I    
   536.5385  Gd I    
   536.5396  Fe I    
   536.5460  Ti II   
   536.5466  Sc I    
   536.5498  Fe II   
   536.5515  V I     
   536.5550  Fe II   
   536.5569  Co I    
   536.5728  Cr I    
   536.5830  Ni I    
   536.5872  La I    
   536.5921  Cr I    
   536.5949  Ta I    
   536.5961  Cr I    
   536.6030  Cr I    
   536.6168  Co I    
   536.6197  Ti II   
   536.6289  Cr I    
   536.6491  Cr II   
   536.6554  Cr II   
   536.6636  Ti I    
   536.6721  Ti I    
   536.6733  Co I    
   536.6921  Ce I    
   536.6989  Mo I    
   536.7076  Mo I    
   536.7096  Sc I    
   536.7105  V II    
   536.7197  Ni II   
   536.7280  Cr I    
   536.7479  Fe I    
   536.7540  V II    
   536.7540  Ce I    
   536.7551  Cr I    
   536.7665  Ca I    
   536.7697  Gd I    
   536.7760  Fe II   
   536.7799  Cr I    
   536.7912  Ti II   
   536.8055  Ce I    
   536.8079  V I     
   536.8099  Cr II   
   536.8200  Dy II   
   536.8367  Sm I    
   536.8396  Mn II   
   536.8404  Mo I    
   536.8421  U II    
   536.8427  Ca I    
   536.8531  Cr I    
   536.8667  Mn I    
   536.8684  W I     
   536.8796  Gd I    
   536.8805  V I     
   536.8850  Er I    
   536.8895  Co I    
   536.8952  Mn I    
   536.8984  Pt I    
   536.9079  Mo I    
   536.9131  V I     
   536.9167  Ce I    
   536.9190  Fe II   
   536.9226  Dy II   
   536.9292  Mn II   
   536.9310  Ce I    
   536.9356  Cr II   
   536.9393  Zr I    
   536.9474  Re I    
   536.9590  Co I    
   536.9590  Sc II   
   536.9590  Sc II   
   536.9595  Co I    
   536.9614  Gd I    
   536.9639  Cr II   
   536.9737  V I     
   536.9800  Re I    
   536.9918  Gd I    
   536.9930  Co I    
   536.9936  V II    
   536.9958  Fe I    
   536.9996  V I     
   537.0010  Mo I    
   537.0056  Ti I    
   537.0296  Ca II   
   537.0305  Ce I    
   537.0342  Co I    
   537.0490  Mn II   
   537.0614  V I     
   537.0736  Gd I    
   537.1013  Fe I    
   537.1288  Ti I    
   537.1325  Ni I    
   537.1402  Ti I    
   537.1430  Fe I    
   537.1468  Mn I    
   537.1473  Cr I    
   537.1489  Fe I    
   537.1525  Cr I    
   537.1561  Ce I    
   537.1596  Fe I    
   537.1644  V II    
   537.1761  Ti I    
   537.1927  Nd II   
   537.1934  Ca I    
   537.1977  Ca I    
   537.2005  Fe I    
   537.2059  V I     
   537.2106  Fe III  
   537.2184  V I     
   537.2203  Gd II   
   537.2374  Pr I    
   537.2391  Mn II   
   537.2392  Mo I    
   537.2432  V I     
   537.2548  Fe II   
   537.2617  V I     
   537.2734  Ni I    
   537.2778  Co I    
   537.2807  Ca II   
   537.2807  Ca II   
   537.2825  V I     
   537.3006  Tm II   
   537.3237  V II    
   537.3237  Cr I    
   537.3417  Ti II   
   537.3431  Cr I    
   537.3512  Cr I    
   537.3546  Ca I    
   537.3665  V I     
   537.3698  Fe I    
   537.3720  Cr I    
   537.3861  Hf I    
   537.3945  Co I    
   537.4043  Sc I    
   537.4046  Cr I    
   537.4058  Ca I    
   537.4124  Cr I    
   537.4153  W I     
   537.4237  Cr II   
   537.4244  Ti I    
   537.4257  V I     
   537.4341  C I     
   537.4387  Mn I    
   537.4554  Ca I    
   537.4621  Fe II   
   537.4705  Cr I    
   537.4768  Fe I    
   537.5159  P I     
   537.5248  Nb I    
   537.5306  Mn I    
   537.5353  Th II   
   537.5355  Sc I    
   537.5431  Ni I    
   537.5517  Cr II   
   537.5586  Mn II   
   537.5732  Fe I    
   537.5751  V II    
   537.5769  Th II   
   537.5836  Mo I    
   537.5877  Fe II   
   537.6004  Mo I    
   537.6046  V I     
   537.6176  V I     
   537.6207  Fe I    
   537.6359  Fe I    
   537.6477  Mn I    
   537.6509  V II    
   537.6561  Cr I    
   537.6587  Ti I    
   537.6746  Fe I    
   537.6804  Os I    
   537.6826  Fe I    
   537.6852  Fe I    
   537.6876  Cu I    
   537.6934  Eu I    
   537.6944  Ti I    
   537.6953  Fe I    
   537.7044  Fe I    
   537.7052  La II   
   537.7104  Re I    
   537.7115  Fe II   
   537.7145  V II    
   537.7174  Co I    
   537.7295  V I     
   537.7379  Ti I    
   537.7528  Ca I    
   537.7637  Mn I    
   537.7709  Co I    
   537.7769  Nd I    
   537.7828  Ru I    
   537.7854  Cr II   
   537.8007  Cr I    
   537.8047  Cr II   
   537.8247  Co I    
   537.8259  Nd I    
   537.8262  Fe II   
   537.8323  Ce II   
   537.8345  P I     
   537.8441  V I     
   537.8493  Mn I    
   537.8562  Cr I    
   537.8734  Ni I    
   537.8836  Th I    
   537.8921  C I     
   537.9072  Rh I    
   537.9130  Sr II   
   537.9147  Ti II   
   537.9245  Sc I    
   537.9336  Ni I    
   537.9359  Mo I    
   537.9454  Co I    
   537.9460  Sc II   
   537.9574  Fe I    
   537.9602  Ti I    
   537.9610  V II    
   537.9715  Ti I    
   537.9723  Cr I    
   537.9735  Co I    
   537.9781  Sc I    
   537.9781  Mn II   
   537.9790  Cr II   
   537.9816  Cr II   
   537.9914  Ce I    
   538.0016  La I    
   538.0113  Ce I    
   538.0120  Sc I    
   538.0224  C I     
   538.0265  C I     
   538.0296  Co II   
   538.0311  V I     
   538.0337  C I     
   538.0359  Ca I    
   538.0586  Sc I    
   538.0586  Sc I    
   538.0629  Y I     
   538.0658  Co II   
   538.0684  Mn II   
   538.0716  Cr I    
   538.0916  Ti I    
   538.0931  Fe II   
   538.0983  La II   
   538.1015  Ti II   
   538.1093  Cr I    
   538.1104  Co I    
   538.1245  Y I     
   538.1261  Pr II   
   538.1307  Nb I    
   538.1452  Cr I    
   538.1498  Cr I    
   538.1516  V II    
   538.1559  Sc I    
   538.1596  Ca I    
   538.1690  V I     
   538.1768  Co I    
   538.1910  La II   
   538.1944  V I     
   538.1953  Mn II   
   538.2046  Co I    
   538.2130  Co I    
   538.2217  Mn II   
   538.2324  V I     
   538.2331  Ca I    
   538.2356  Zr I    
   538.2391  Fe II   
   538.2467  Ni I    
   538.2474  Fe I    
   538.2499  Fe II   
   538.2574  Ce I    
   538.2689  Sc I    
   538.2689  Sc I    
   538.2774  Fe I    
   538.2894  Ca I    
   538.2904  Ni II   
   538.2928  Th II   
   538.2930  U I     
   538.2950  Ti I    
   538.3107  V I     
   538.3124  Sc I    
   538.3226  Mo I    
   538.3369  Fe I    
   538.3383  Fe II   
   538.3408  V I     
   538.3408  Co I    
   538.3469  Sc II   
   538.3489  Sc I    
   538.3605  Cr I    
   538.3756  Sc I    
   538.3804  Ti I    
   538.3811  V II    
   538.3833  Nd II   
   538.3927  Cr I    
   538.3999  V I     
   538.4055  V I     
   538.4115  Ce I    
   538.4121  V I     
   538.4156  V I     
   538.4156  Gd I    
   538.4215  Fe I    
   538.4243  Cr II   
   538.4298  Mn II   
   538.4487  Co I    
   538.4591  V I     
   538.4631  Ti I    
   538.4672  Co I    
   538.4884  Cr I    
   538.4887  V II    
   538.5133  V I     
   538.5151  Zr I    
   538.5264  Cr I    
   538.5375  Ca I    
   538.5388  Gd I    
   538.5415  Sc I    
   538.5418  Co I    
   538.5447  Sr II   
   538.5499  V I     
   538.5547  U I     
   538.5579  Fe I    
   538.5612  Fe I    
   538.5630  Dy II   
   538.5656  Cr I    
   538.5795  V I     
   538.5872  Ca I    
   538.5882  Ru I    
   538.5888  Nd II   
   538.6097  Mn II   
   538.6190  U II    
   538.6288  Sc I    
   538.6321  Ce I    
   538.6335  Fe I    
   538.6356  Ni I    
   538.6389  Fe II   
   538.6390  Mn II   
   538.6419  V I     
   538.6451  Cr I    
   538.6468  V II    
   538.6593  Ti I    
   538.6611  Th I    
   538.6639  Zr I    
   538.6773  Ce II   
   538.6785  Cr II   
   538.6931  Ca I    
   538.6959  Fe I    
   538.6985  Cr I    
   538.7147  Cr I    
   538.7488  Fe I    
   538.7594  Cr I    
   538.7626  V I     
   538.7772  Ti I    
   538.7856  Cr I    
   538.7955  Cr I    
   538.8007  W I     
   538.8045  Sm I    
   538.8047  Ti I    
   538.8053  Cr II   
   538.8257  Nd II   
   538.8283  V I     
   538.8291  Nb I    
   538.8341  Ni I    
   538.8388  Y I     
   538.8489  Ta I    
   538.8524  V I     
   538.8544  Fe II   
   538.8544  Mn I    
   538.8556  V I     
   538.8573  Cr II   
   538.8665  Mo I    
   538.8830  Ni I    
   538.8938  Si I    
   538.9061  Ti II   
   538.9111  Ti I    
   538.9128  V I     
   538.9166  Ti I    
   538.9172  Cr I    
   538.9251  Fe I    
   538.9314  Co I    
   538.9337  Hf I    
   538.9413  Cr I    
   538.9424  Cr I    
   538.9430  Sc II   
   538.9479  Fe I    
   538.9501  Gd I    
   538.9581  Dy II   
   538.9625  Mn II   
   538.9846  Yb II   
   538.9847  U I     
   538.9860  Cr II   
   538.9959  Ti II   
   538.9976  Mn II   
   538.9996  Ti I    
   539.0087  V I     
   539.0241  V II    
   539.0273  Ti I    
   539.0377  Ca I    
   539.0392  Cr I    
   539.0433  Rh I    
   539.0467  Th II   
   539.0470  Co I    
   539.0484  Ti I    
   539.0558  Rb I    
   539.0610  Mn II   
   539.0683  Ti I    
   539.0767  Co I    
   539.0776  Pt I    
   539.0812  Y I     
   539.0857  Ca I    
   539.0947  Sc I    
   539.1040  V I     
   539.1056  Ti I    
   539.1165  Zr I    
   539.1200  Ti II   
   539.1249  Fe I    
   539.1273  Cr II   
   539.1279  Cr I    
   539.1345  Ti I    
   539.1348  Hf II   
   539.1360  Cr I    
   539.1377  Cr I    
   539.1461  Fe I    
   539.1595  Ti I    
   539.1607  Ba II   
   539.1656  Cu I    
   539.1785  Fe I    
   539.1823  Ce I    
   539.1872  Ce I    
   539.1965  Tm II   
   539.1985  Cr I    
   539.2078  Sc I    
   539.2327  Ni I    
   539.2471  Mn II   
   539.2573  Th II   
   539.2645  Cr I    
   539.2683  Sm I    
   539.2686  V II    
   539.2715  Cr II   
   539.2820  V I     
   539.2898  Cr II   
   539.2907  V II    
   539.2940  Eu I    
   539.3167  Fe I    
   539.3225  Ca I    
   539.3262  V I     
   539.3392  Ce II   
   539.3536  Fe II   
   539.3739  Co I    
   539.3826  P I     
   539.3830  V I     
   539.3847  V II    
   539.3917  Fe I    
   539.3952  V I     
   539.4211  Ti I    
   539.4240  Cr I    
   539.4273  Ti I    
   539.4298  V I     
   539.4420  V I     
   539.4476  Sm II   
   539.4506  Mo I    
   539.4551  V I     
   539.4601  Cr II   
   539.4677  Mn I    
   539.4689  Fe I    
   539.4714  Ti II   
   539.4727  Fe I    
   539.4755  Cr I    
   539.4761  Th I    
   539.4790  Cr II   
   539.4799  Cr II   
   539.4867  Ce I    
   539.5154  Mn II   
   539.5215  Fe I    
   539.5238  V I     
   539.5252  Ce I    
   539.5279  Cr I    
   539.5308  Pd I    
   539.5390  Fe I    
   539.5573  V II    
   539.5576  Dy I    
   539.5614  Cr II   
   539.5626  Cr II   
   539.5629  V I     
   539.5706  Ce I    
   539.5750  Ti I    
   539.5809  Mn II   
   539.5844  Nb I    
   539.5891  Zr I    
   539.5898  Er II   
   539.5972  Ta I    
   539.6226  Ti II   
   539.6232  Fe II   
   539.6331  Nb I    
   539.6447  V I     
   539.6465  Mn II   
   539.6558  Ti II   
   539.6582  Ti I    
   539.6590  Ti I    
   539.6599  V II    
   539.6861  Cr I    
   539.6890  Cr II   
   539.6898  Fe I    
   539.7058  Mo I    
   539.7093  Ti I    
   539.7127  Fe I    
   539.7193  Fe I    
   539.7248  V I     
   539.7368  Mo I    
   539.7569  Ta I    
   539.7619  Fe I    
   539.7636  Ce I    
   539.7659  Sc II   
   539.7761  Cr I    
   539.7773  Fe I    
   539.7785  V I     
   539.7852  Mn II   
   539.7866  V I     
   539.7951  W I     
   539.7993  Ce I    
   539.8152  Sc II   
   539.8152  Sc II   
   539.8277  Fe I    
   539.8490  V I     
   539.8615  Si I    
   539.8721  Mo I    
   539.8744  Cr I    
   539.8845  Si I    
   539.8901  Th I    
   539.8907  V I     
   539.9003  Ti II   
   539.9056  Ce I    
   539.9099  Nd II   
   539.9324  Sc I    
   539.9499  Mn I    
   539.9517  Fe II   
   539.9560  Ce I    
   539.9594  Ce I    
   539.9624  Mn I    
   539.9653  Mn I    
   539.9758  Co I    
   539.9897  Ca I    
   539.9936  Dy II   
   539.9948  Sc I    
